transaction_id,transaction_date,hsn_sac_code,code_type,taxable_amount,gst_slab,gst_amount,itc_eligible,business_type
TXNSAC0375,2025-05-10,9997,SAC,61500,18,11070.0,True,services
TXNHSN0376,2025-05-10,8471,HSN,51200,18,9216.0,True,goods
TXNSAC0377,2025-05-10,9983,SAC,97800,18,17604.0,True,services
TXNHSN0378,2025-05-10,9403,HSN,33500,18,6030.0,True,goods
TXNSAC0379,2025-05-10,9965,SAC,1750,5,87.5,False,services
TXNSAC0380,2025-05-10,9985,SAC,24500,18,4410.0,True,services
TXNHSN0381,2025-05-11,3004,HSN,1320,12,158.4,False,goods
TXNSAC0382,2025-05-11,9973,SAC,37250,18,6705.0,True,services
TXNSAC0383,2025-05-11,9983,SAC,82500,18,14850.0,True,services
TXNHSN0384,2025-05-11,2106,HSN,6980,5,349.0,False,goods
TXNSAC0385,2025-05-11,9997,SAC,48750,18,8775.0,True,services
TXNHSN0386,2025-05-11,8471,HSN,74500,18,13410.0,True,goods
TXNSAC0387,2025-05-11,9983,SAC,66800,18,12024.0,True,services
TXNHSN0388,2025-05-11,9403,HSN,29800,18,5364.0,True,goods
TXNSAC0389,2025-05-11,9965,SAC,1600,5,80.0,False,services
TXNSAC0390,2025-05-11,9985,SAC,31250,18,5625.0,True,services
TXNHSN0391,2025-05-12,3004,HSN,1050,12,126.0,False,goods
TXNSAC0392,2025-05-12,9973,SAC,42800,18,7704.0,True,services
TXNSAC0393,2025-05-12,9983,SAC,59250,18,10665.0,True,services
TXNHSN0394,2025-05-12,2106,HSN,9320,5,466.0,False,goods
TXNSAC0395,2025-05-12,9997,SAC,53250,18,9585.0,True,services
TXNHSN0396,2025-05-12,8471,HSN,48600,18,8748.0,True,goods
TXNSAC0397,2025-05-12,9983,SAC,71250,18,12825.0,True,services
TXNHSN0398,2025-05-12,9403,HSN,36250,18,6525.0,True,goods
TXNSAC0399,2025-05-12,9965,SAC,1850,5,92.5,False,services
TXNSAC0400,2025-05-12,9985,SAC,26800,18,4824.0,True,services
TXNHSN0401,2025-05-13,3004,HSN,1180,12,141.6,False,goods
TXNSAC0402,2025-05-13,9973,SAC,39250,18,7065.0,True,services
TXNSAC0403,2025-05-13,9983,SAC,84500,18,15210.0,True,services
TXNHSN0404,2025-05-13,2106,HSN,7560,5,378.0,False,goods
TXNSAC0405,2025-05-13,9997,SAC,56250,18,10125.0,True,services
TXNHSN0406,2025-05-13,8471,HSN,65800,18,11844.0,True,goods
TXNSAC0407,2025-05-13,9983,SAC,93500,18,16830.0,True,services
TXNHSN0408,2025-05-13,9403,HSN,28800,18,5184.0,True,goods
TXNSAC0409,2025-05-13,9965,SAC,1725,5,86.25,False,services
TXNSAC0410,2025-05-13,9985,SAC,24150,18,4347.0,True,services
TXNHSN0411,2025-05-14,3004,HSN,990,12,118.8,False,goods
TXNSAC0412,2025-05-14,9973,SAC,41800,18,7524.0,True,services
TXNSAC0413,2025-05-14,9983,SAC,62500,18,11250.0,True,services
TXNHSN0414,2025-05-14,2106,HSN,8420,5,421.0,False,goods
TXNSAC0415,2025-05-14,9997,SAC,49250,18,8865.0,True,services
TXNHSN0416,2025-05-14,8471,HSN,70250,18,12645.0,True,goods
TXNSAC0417,2025-05-14,9983,SAC,78500,18,14130.0,True,services
TXNHSN0418,2025-05-14,9403,HSN,31500,18,5670.0,True,goods
TXNSAC0419,2025-05-14,9965,SAC,2050,5,102.5,False,services
TXNSAC0420,2025-05-14,9985,SAC,25900,18,4662.0,True,services
TXNHSN0421,2025-05-15,3004,HSN,1125,12,135.0,False,goods
TXNSAC0422,2025-05-15,9973,SAC,44250,18,7965.0,True,services
TXNSAC0423,2025-05-15,9983,SAC,69800,18,12564.0,True,services
TXNHSN0424,2025-05-15,2106,HSN,9150,5,457.5,False,goods
TXNSAC0425,2025-05-15,9997,SAC,53800,18,9684.0,True,services
TXNHSN0426,2025-05-15,8471,HSN,61250,18,11025.0,True,goods
TXNSAC0427,2025-05-15,9983,SAC,86250,18,15525.0,True,services
TXNHSN0428,2025-05-15,9403,HSN,34250,18,6165.0,True,goods
TXNSAC0429,2025-05-15,9965,SAC,1925,5,96.25,False,services
TXNSAC0430,2025-05-15,9985,SAC,27400,18,4932.0,True,services
TXNHSN0431,2025-05-16,3004,HSN,1020,12,122.4,False,goods
TXNSAC0432,2025-05-16,9973,SAC,46800,18,8424.0,True,services
TXNSAC0433,2025-05-16,9983,SAC,59250,18,10665.0,True,services
TXNHSN0434,2025-05-16,2106,HSN,7350,5,367.5,False,goods
TXNSAC0435,2025-05-16,9997,SAC,55250,18,9945.0,True,services
TXNHSN0436,2025-05-16,8471,HSN,73800,18,13284.0,True,goods
TXNSAC0437,2025-05-16,9983,SAC,92500,18,16650.0,True,services
TXNHSN0438,2025-05-16,9403,HSN,29850,18,5373.0,True,goods
TXNSAC0439,2025-05-16,9965,SAC,1800,5,90.0,False,services
TXNSAC0440,2025-05-16,9985,SAC,26250,18,4725.0,True,services
TXNHSN0441,2025-05-17,3004,HSN,950,12,114.0,False,goods
TXNSAC0442,2025-05-17,9973,SAC,43250,18,7785.0,True,services
TXNSAC0443,2025-05-17,9983,SAC,64500,18,11610.0,True,services
TXNHSN0444,2025-05-17,2106,HSN,8650,5,432.5,False,goods
TXNSAC0445,2025-05-17,9997,SAC,57800,18,10404.0,True,services
TXNHSN0446,2025-05-17,8471,HSN,68250,18,12285.0,True,goods
TXNSAC0447,2025-05-17,9983,SAC,73500,18,13230.0,True,services
TXNHSN0448,2025-05-17,9403,HSN,32500,18,5850.0,True,goods
TXNSAC0449,2025-05-17,9965,SAC,2100,5,105.0,False,services
TXNSAC0450,2025-05-17,9985,SAC,28850,18,5193.0,True,services
TXNHSN0451,2025-05-18,3004,HSN,1190,12,142.8,False,goods
TXNSAC0452,2025-05-18,9973,SAC,45600,18,8208.0,True,services
TXNSAC0453,2025-05-18,9983,SAC,81250,18,14625.0,True,services
TXNHSN0454,2025-05-18,2106,HSN,9250,5,462.5,False,goods
TXNSAC0455,2025-05-18,9997,SAC,49250,18,8865.0,True,services
TXNHSN0456,2025-05-18,8471,HSN,72500,18,13050.0,True,goods
TXNSAC0457,2025-05-18,9983,SAC,69800,18,12564.0,True,services
TXNHSN0458,2025-05-18,9403,HSN,35250,18,6345.0,True,goods
TXNSAC0459,2025-05-18,9965,SAC,1775,5,88.75,False,services
TXNSAC0460,2025-05-18,9985,SAC,25350,18,4563.0,True,services
TXNHSN0461,2025-05-19,3004,HSN,980,12,117.6,False,goods
TXNSAC0462,2025-05-19,9973,SAC,41850,18,7533.0,True,services
TXNSAC0463,2025-05-19,9983,SAC,73500,18,13230.0,True,services
TXNHSN0464,2025-05-19,2106,HSN,8125,5,406.25,False,goods
TXNSAC0465,2025-05-19,9997,SAC,56800,18,10224.0,True,services
TXNHSN0466,2025-05-19,8471,HSN,64250,18,11565.0,True,goods
TXNSAC0467,2025-05-19,9983,SAC,87250,18,15705.0,True,services
TXNHSN0468,2025-05-19,9403,HSN,33800,18,6084.0,True,goods
TXNSAC0469,2025-05-19,9965,SAC,1950,5,97.5,False,services
TXNSAC0470,2025-05-19,9985,SAC,27250,18,4905.0,True,services
TXNHSN0471,2025-05-20,3004,HSN,1150,12,138.0,False,goods
TXNSAC0472,2025-05-20,9973,SAC,46250,18,8325.0,True,services
TXNSAC0473,2025-05-20,9983,SAC,60500,18,10890.0,True,services
TXNHSN0474,2025-05-20,2106,HSN,8950,5,447.5,False,goods
TXNSAC0475,2025-05-20,9997,SAC,54800,18,9864.0,True,services
TXNHSN0476,2025-05-20,8471,HSN,71250,18,12825.0,True,goods
TXNSAC0477,2025-05-20,9983,SAC,92500,18,16650.0,True,services
TXNHSN0478,2025-05-20,9403,HSN,36250,18,6525.0,True,goods
TXNSAC0479,2025-05-20,9965,SAC,1825,5,91.25,False,services
TXNSAC0480,2025-05-20,9985,SAC,28600,18,5148.0,True,services
TXNHSN0481,2025-05-21,3004,HSN,1080,12,129.6,False,goods
TXNSAC0482,2025-05-21,9973,SAC,43250,18,7785.0,True,services
TXNSAC0483,2025-05-21,9983,SAC,78500,18,14130.0,True,services
TXNHSN0484,2025-05-21,2106,HSN,7725,5,386.25,False,goods
TXNSAC0485,2025-05-21,9997,SAC,52250,18,9405.0,True,services
TXNHSN0486,2025-05-21,8471,HSN,66800,18,12024.0,True,goods
TXNSAC0487,2025-05-21,9983,SAC,84250,18,15165.0,True,services
TXNHSN0488,2025-05-21,9403,HSN,31800,18,5724.0,True,goods
TXNSAC0489,2025-05-21,9965,SAC,1900,5,95.0,False,services
TXNSAC0490,2025-05-21,9985,SAC,26400,18,4752.0,True,services
TXNHSN0491,2025-05-22,3004,HSN,995,12,119.4,False,goods
TXNSAC0492,2025-05-22,9973,SAC,44800,18,8064.0,True,services
TXNSAC0493,2025-05-22,9983,SAC,61250,18,11025.0,True,services
TXNHSN0494,2025-05-22,2106,HSN,8560,5,428.0,False,goods
TXNSAC0495,2025-05-22,9997,SAC,57500,18,10350.0,True,services
TXNHSN0496,2025-05-22,8471,HSN,69250,18,12465.0,True,goods
TXNSAC0497,2025-05-22,9983,SAC,75250,18,13545.0,True,services
TXNHSN0498,2025-05-22,9403,HSN,33500,18,6030.0,True,goods
TXNSAC0499,2025-05-22,9965,SAC,2050,5,102.5,False,services
TXNSAC0500,2025-05-22,9985,SAC,27950,18,5031.0,True,services
TXNHSN0501,2025-05-23,3004,HSN,1240,12,148.8,False,goods
TXNSAC0502,2025-05-23,9973,SAC,47250,18,8505.0,True,services
TXNSAC0503,2025-05-23,9983,SAC,69800,18,12564.0,True,services
TXNHSN0504,2025-05-23,2106,HSN,9325,5,466.25,False,goods
TXNSAC0505,2025-05-23,9997,SAC,59250,18,10665.0,True,services
TXNHSN0506,2025-05-23,8471,HSN,72500,18,13050.0,True,goods
TXNSAC0507,2025-05-23,9983,SAC,86500,18,15570.0,True,services
TXNHSN0508,2025-05-23,9403,HSN,34250,18,6165.0,True,goods
TXNSAC0509,2025-05-23,9965,SAC,2150,5,107.5,False,services
TXNSAC0510,2025-05-23,9985,SAC,28650,18,5157.0,True,services
TXNHSN0511,2025-05-24,3004,HSN,980,12,117.6,False,goods
TXNSAC0512,2025-05-24,9973,SAC,48800,18,8784.0,True,services
TXNSAC0513,2025-05-24,9983,SAC,63250,18,11385.0,True,services
TXNHSN0514,2025-05-24,2106,HSN,8725,5,436.25,False,goods
TXNSAC0515,2025-05-24,9997,SAC,61500,18,11070.0,True,services
TXNHSN0516,2025-05-24,8471,HSN,74250,18,13365.0,True,goods
TXNSAC0517,2025-05-24,9983,SAC,91800,18,16524.0,True,services
TXNHSN0518,2025-05-24,9403,HSN,36500,18,6570.0,True,goods
TXNSAC0519,2025-05-24,9965,SAC,2250,5,112.5,False,services
TXNSAC0520,2025-05-24,9985,SAC,29500,18,5310.0,True,services
TXNHSN0521,2025-05-25,3004,HSN,1015,12,121.8,False,goods
TXNSAC0522,2025-05-25,9973,SAC,46250,18,8325.0,True,services
TXNSAC0523,2025-05-25,9983,SAC,65250,18,11745.0,True,services
TXNHSN0524,2025-05-25,2106,HSN,8960,5,448.0,False,goods
TXNSAC0525,2025-05-25,9997,SAC,53850,18,9693.0,True,services
TXNHSN0526,2025-05-25,8471,HSN,66500,18,11970.0,True,goods
TXNSAC0527,2025-05-25,9983,SAC,73800,18,13284.0,True,services
TXNHSN0528,2025-05-25,9403,HSN,32950,18,5931.0,True,goods
TXNSAC0529,2025-05-25,9965,SAC,1950,5,97.5,False,services
TXNSAC0530,2025-05-25,9985,SAC,28350,18,5103.0,True,services
TXNHSN0531,2025-05-26,3004,HSN,1060,12,127.2,False,goods
TXNSAC0532,2025-05-26,9973,SAC,47850,18,8613.0,True,services
TXNSAC0533,2025-05-26,9983,SAC,68250,18,12285.0,True,services
TXNHSN0534,2025-05-26,2106,HSN,9225,5,461.25,False,goods
TXNSAC0535,2025-05-26,9997,SAC,59850,18,10773.0,True,services
TXNHSN0536,2025-05-26,8471,HSN,71500,18,12870.0,True,goods
TXNSAC0537,2025-05-26,9983,SAC,89500,18,16110.0,True,services
TXNHSN0538,2025-05-26,9403,HSN,34500,18,6210.0,True,goods
TXNSAC0539,2025-05-26,9965,SAC,2100,5,105.0,False,services
TXNSAC0540,2025-05-26,9985,SAC,27650,18,4977.0,True,services
TXNHSN0541,2025-05-27,3004,HSN,1120,12,134.4,False,goods
TXNSAC0542,2025-05-27,9973,SAC,48650,18,8757.0,True,services
TXNSAC0543,2025-05-27,9983,SAC,64250,18,11565.0,True,services
TXNHSN0544,2025-05-27,2106,HSN,9050,5,452.5,False,goods
TXNSAC0545,2025-05-27,9997,SAC,58250,18,10485.0,True,services
TXNHSN0546,2025-05-27,8471,HSN,69500,18,12510.0,True,goods
TXNSAC0547,2025-05-27,9983,SAC,75800,18,13644.0,True,services
TXNHSN0548,2025-05-27,9403,HSN,33250,18,5985.0,True,goods
TXNSAC0549,2025-05-27,9965,SAC,2200,5,110.0,False,services
TXNSAC0550,2025-05-27,9985,SAC,29150,18,5247.0,True,services
TXNHSN0551,2025-05-28,3004,HSN,980,12,117.6,False,goods
TXNSAC0552,2025-05-28,9973,SAC,47250,18,8505.0,True,services
TXNSAC0553,2025-05-28,9983,SAC,67250,18,12105.0,True,services
TXNHSN0554,2025-05-28,2106,HSN,9180,5,459.0,False,goods
TXNSAC0555,2025-05-28,9997,SAC,60500,18,10890.0,True,services
TXNHSN0556,2025-05-28,8471,HSN,73250,18,13185.0,True,goods
TXNSAC0557,2025-05-28,9983,SAC,88250,18,15885.0,True,services
TXNHSN0558,2025-05-28,9403,HSN,35250,18,6345.0,True,goods
TXNSAC0559,2025-05-28,9965,SAC,2300,5,115.0,False,services
TXNSAC0560,2025-05-28,9985,SAC,30500,18,5490.0,True,services
TXNHSN0561,2025-05-29,3004,HSN,1040,12,124.8,False,goods
TXNSAC0562,2025-05-29,9973,SAC,49850,18,8973.0,True,services
TXNSAC0563,2025-05-29,9983,SAC,69250,18,12465.0,True,services
TXNHSN0564,2025-05-29,2106,HSN,9425,5,471.25,False,goods
TXNSAC0565,2025-05-29,9997,SAC,61850,18,11133.0,True,services
TXNHSN0566,2025-05-29,8471,HSN,74800,18,13464.0,True,goods
TXNSAC0567,2025-05-29,9983,SAC,90250,18,16245.0,True,services
TXNHSN0568,2025-05-29,9403,HSN,36500,18,6570.0,True,goods
TXNSAC0569,2025-05-29,9965,SAC,2400,5,120.0,False,services
TXNSAC0570,2025-05-29,9985,SAC,31950,18,5751.0,True,services
TXNHSN0571,2025-05-30,3004,HSN,1105,12,132.6,False,goods
TXNSAC0572,2025-05-30,9973,SAC,51250,18,9225.0,True,services
TXNSAC0573,2025-05-30,9983,SAC,71500,18,12870.0,True,services
TXNHSN0574,2025-05-30,2106,HSN,9680,5,484.0,False,goods
TXNSAC0575,2025-05-30,9997,SAC,63250,18,11385.0,True,services
TXNHSN0576,2025-05-30,8471,HSN,76250,18,13725.0,True,goods
TXNSAC0577,2025-05-30,9983,SAC,92800,18,16704.0,True,services
TXNHSN0578,2025-05-30,9403,HSN,37850,18,6813.0,True,goods
TXNSAC0579,2025-05-30,9965,SAC,2525,5,126.25,False,services
TXNSAC0580,2025-05-30,9985,SAC,33450,18,6021.0,True,services
TXNHSN0581,2025-05-31,3004,HSN,1185,12,142.2,False,goods
TXNSAC0582,2025-05-31,9973,SAC,52850,18,9513.0,True,services
TXNSAC0583,2025-05-31,9983,SAC,73850,18,13293.0,True,services
TXNHSN0584,2025-05-31,2106,HSN,9850,5,492.5,False,goods
TXNSAC0585,2025-05-31,9997,SAC,64500,18,11610.0,True,services
TXNHSN0586,2025-05-31,8471,HSN,77800,18,14004.0,True,goods
TXNSAC0587,2025-05-31,9983,SAC,94850,18,17073.0,True,services
TXNHSN0588,2025-05-31,9403,HSN,39250,18,7065.0,True,goods
TXNSAC0589,2025-05-31,9965,SAC,2650,5,132.5,False,services
TXNSAC0590,2025-05-31,9985,SAC,34900,18,6282.0,True,services
TXNHSN0591,2025-06-01,3004,HSN,1220,12,146.4,False,goods
TXNSAC0592,2025-06-01,9973,SAC,54500,18,9810.0,True,services
TXNSAC0593,2025-06-01,9983,SAC,76250,18,13725.0,True,services
TXNHSN0594,2025-06-01,2106,HSN,10050,5,502.5,False,goods
TXNSAC0595,2025-06-01,9997,SAC,66250,18,11925.0,True,services
TXNHSN0596,2025-06-01,8471,HSN,79500,18,14310.0,True,goods
TXNSAC0597,2025-06-01,9983,SAC,96500,18,17370.0,True,services
TXNHSN0598,2025-06-01,9403,HSN,40500,18,7290.0,True,goods
TXNSAC0599,2025-06-01,9965,SAC,2780,5,139.0,False,services
TXNSAC0600,2025-06-01,9985,SAC,36500,18,6570.0,True,services
TXNHSN0601,2025-06-02,8471,HSN,48500,18,8730.0,True,goods
TXNSAC0602,2025-06-02,9983,SAC,125000,18,22500.0,True,services
TXNHSN0603,2025-06-02,2106,HSN,8200,5,410.0,False,goods
TXNSAC0604,2025-06-02,9965,SAC,1450,5,72.5,False,services
TXNSAC0605,2025-06-02,9983,SAC,63500,18,11430.0,True,services
TXNHSN0606,2025-06-02,9403,HSN,27500,18,4950.0,True,goods
TXNSAC0607,2025-06-02,9983,SAC,98000,18,17640.0,True,services
TXNHSN0608,2025-06-02,3004,HSN,1320,12,158.4,False,goods
TXNSAC0609,2025-06-02,9973,SAC,45000,18,8100.0,True,services
TXNSAC0610,2025-06-02,9985,SAC,18750,18,3375.0,True,services
TXNHSN0611,2025-06-03,8703,HSN,1450000,28,406000.0,False,goods
TXNSAC0612,2025-06-03,9983,SAC,72000,18,12960.0,True,services
TXNHSN0613,2025-06-03,2106,HSN,3650,5,182.5,False,goods
TXNSAC0614,2025-06-03,9965,SAC,2200,5,110.0,False,services
TXNSAC0615,2025-06-03,9997,SAC,54000,18,9720.0,True,services
TXNHSN0616,2025-06-03,8471,HSN,61500,18,11070.0,True,goods
TXNSAC0617,2025-06-03,9983,SAC,88000,18,15840.0,True,services
TXNHSN0618,2025-06-03,9403,HSN,42500,18,7650.0,True,goods
TXNSAC0619,2025-06-03,9973,SAC,36000,18,6480.0,True,services
TXNSAC0620,2025-06-03,9983,SAC,51000,18,9180.0,True,services
TXNHSN0621,2025-06-04,3004,HSN,950,12,114.0,False,goods
TXNSAC0622,2025-06-04,9965,SAC,1875,5,93.75,False,services
TXNSAC0623,2025-06-04,9985,SAC,26500,18,4770.0,True,services
TXNHSN0624,2025-06-04,2106,HSN,11250,5,562.5,False,goods
TXNSAC0625,2025-06-04,9983,SAC,74500,18,13410.0,True,services
TXNHSN0626,2025-06-04,8471,HSN,38900,18,7002.0,True,goods
TXNSAC0627,2025-06-04,9997,SAC,41500,18,7470.0,True,services
TXNHSN0628,2025-06-04,9403,HSN,58250,18,10485.0,True,goods
TXNSAC0629,2025-06-04,9983,SAC,93500,18,16830.0,True,services
TXNSAC0630,2025-06-04,9965,SAC,1725,5,86.25,False,services
TXNHSN0631,2025-06-05,3004,HSN,1825,12,219.0,False,goods
TXNSAC0632,2025-06-05,9973,SAC,29800,18,5364.0,True,services
TXNSAC0633,2025-06-05,9983,SAC,115000,18,20700.0,True,services
TXNHSN0634,2025-06-05,2106,HSN,6350,5,317.5,False,goods
TXNSAC0635,2025-06-05,9997,SAC,58500,18,10530.0,True,services
TXNHSN0636,2025-06-05,8471,HSN,72500,18,13050.0,True,goods
TXNSAC0637,2025-06-05,9983,SAC,45200,18,8136.0,True,services
TXNHSN0638,2025-06-05,9403,HSN,39800,18,7164.0,True,goods
TXNSAC0639,2025-06-05,9965,SAC,1950,5,97.5,False,services
TXNSAC0640,2025-06-05,9985,SAC,22350,18,4023.0,True,services
TXNHSN0641,2025-06-06,3004,HSN,1140,12,136.8,False,goods
TXNSAC0642,2025-06-06,9973,SAC,41250,18,7425.0,True,services
TXNSAC0643,2025-06-06,9983,SAC,66500,18,11970.0,True,services
TXNHSN0644,2025-06-06,2106,HSN,4890,5,244.5,False,goods
TXNSAC0645,2025-06-06,9997,SAC,50500,18,9090.0,True,services
TXNHSN0646,2025-06-06,8471,HSN,57800,18,10404.0,True,goods
TXNSAC0647,2025-06-06,9983,SAC,72800,18,13104.0,True,services
TXNHSN0648,2025-06-06,9403,HSN,31250,18,5625.0,True,goods
TXNSAC0649,2025-06-06,9965,SAC,1675,5,83.75,False,services
TXNSAC0650,2025-06-06,9985,SAC,29400,18,5292.0,True,services
TXNHSN0651,2025-06-07,3004,HSN,1475,12,177.0,False,goods
TXNSAC0652,2025-06-07,9973,SAC,38250,18,6885.0,True,services
TXNSAC0653,2025-06-07,9983,SAC,51200,18,9216.0,True,services
TXNHSN0654,2025-06-07,2106,HSN,9250,5,462.5,False,goods
TXNSAC0655,2025-06-07,9997,SAC,47250,18,8505.0,True,services
TXNHSN0656,2025-06-07,8471,HSN,83500,18,15030.0,True,goods
TXNSAC0657,2025-06-07,9983,SAC,90500,18,16290.0,True,services
TXNHSN0658,2025-06-07,9403,HSN,26750,18,4815.0,True,goods
TXNSAC0659,2025-06-07,9965,SAC,1890,5,94.5,False,services
TXNSAC0660,2025-06-07,9985,SAC,31800,18,5724.0,True,services
TXNHSN0661,2025-06-08,3004,HSN,890,12,106.8,False,goods
TXNSAC0662,2025-06-08,9973,SAC,43800,18,7884.0,True,services
TXNSAC0663,2025-06-08,9983,SAC,74800,18,13464.0,True,services
TXNHSN0664,2025-06-08,2106,HSN,5750,5,287.5,False,goods
TXNSAC0665,2025-06-08,9997,SAC,52500,18,9450.0,True,services
TXNHSN0666,2025-06-08,8471,HSN,69200,18,12456.0,True,goods
TXNSAC0667,2025-06-08,9983,SAC,63250,18,11385.0,True,services
TXNHSN0668,2025-06-08,9403,HSN,45200,18,8136.0,True,goods
TXNSAC0669,2025-06-08,9965,SAC,2100,5,105.0,False,services
TXNSAC0670,2025-06-08,9985,SAC,28750,18,5175.0,True,services
TXNHSN0671,2025-06-09,3004,HSN,1625,12,195.0,False,goods
TXNSAC0672,2025-06-09,9973,SAC,40250,18,7245.0,True,services
TXNSAC0673,2025-06-09,9983,SAC,55800,18,10044.0,True,services
TXNHSN0674,2025-06-09,2106,HSN,8150,5,407.5,False,goods
TXNSAC0675,2025-06-09,9997,SAC,61500,18,11070.0,True,services
TXNHSN0676,2025-06-09,8471,HSN,51200,18,9216.0,True,goods
TXNSAC0677,2025-06-09,9983,SAC,97800,18,17604.0,True,services
TXNHSN0678,2025-06-09,9403,HSN,33500,18,6030.0,True,goods
TXNSAC0679,2025-06-09,9965,SAC,1750,5,87.5,False,services
TXNSAC0680,2025-06-09,9985,SAC,24500,18,4410.0,True,services
TXNHSN0681,2025-06-10,3004,HSN,1320,12,158.4,False,goods
TXNSAC0682,2025-06-10,9973,SAC,37250,18,6705.0,True,services
TXNSAC0683,2025-06-10,9983,SAC,82500,18,14850.0,True,services
TXNHSN0684,2025-06-10,2106,HSN,6980,5,349.0,False,goods
TXNSAC0685,2025-06-10,9997,SAC,48750,18,8775.0,True,services
TXNHSN0686,2025-06-10,8471,HSN,74500,18,13410.0,True,goods
TXNSAC0687,2025-06-10,9983,SAC,66800,18,12024.0,True,services
TXNHSN0688,2025-06-10,9403,HSN,29800,18,5364.0,True,goods
TXNSAC0689,2025-06-10,9965,SAC,1600,5,80.0,False,services
TXNSAC0690,2025-06-10,9985,SAC,31250,18,5625.0,True,services
TXNHSN0691,2025-06-11,3004,HSN,1050,12,126.0,False,goods
TXNSAC0692,2025-06-11,9973,SAC,42800,18,7704.0,True,services
TXNSAC0693,2025-06-11,9983,SAC,59250,18,10665.0,True,services
TXNHSN0694,2025-06-11,2106,HSN,9320,5,466.0,False,goods
TXNSAC0695,2025-06-11,9997,SAC,53250,18,9585.0,True,services
TXNHSN0696,2025-06-11,8471,HSN,48600,18,8748.0,True,goods
TXNSAC0697,2025-06-11,9983,SAC,71250,18,12825.0,True,services
TXNHSN0698,2025-06-11,9403,HSN,36250,18,6525.0,True,goods
TXNSAC0699,2025-06-11,9965,SAC,1850,5,92.5,False,services
TXNSAC0700,2025-06-11,9985,SAC,26800,18,4824.0,True,services
TXNHSN0701,2025-06-12,3004,HSN,1180,12,141.6,False,goods
TXNSAC0702,2025-06-12,9973,SAC,39250,18,7065.0,True,services
TXNSAC0703,2025-06-12,9983,SAC,84500,18,15210.0,True,services
TXNHSN0704,2025-06-12,2106,HSN,7560,5,378.0,False,goods
TXNSAC0705,2025-06-12,9997,SAC,56250,18,10125.0,True,services
TXNHSN0706,2025-06-12,8471,HSN,65800,18,11844.0,True,goods
TXNSAC0707,2025-06-12,9983,SAC,93500,18,16830.0,True,services
TXNHSN0708,2025-06-12,9403,HSN,28800,18,5184.0,True,goods
TXNSAC0709,2025-06-12,9965,SAC,1725,5,86.25,False,services
TXNSAC0710,2025-06-12,9985,SAC,24150,18,4347.0,True,services
TXNHSN0711,2025-06-13,3004,HSN,990,12,118.8,False,goods
TXNSAC0712,2025-06-13,9973,SAC,41800,18,7524.0,True,services
TXNSAC0713,2025-06-13,9983,SAC,62500,18,11250.0,True,services
TXNHSN0714,2025-06-13,2106,HSN,8420,5,421.0,False,goods
TXNSAC0715,2025-06-13,9997,SAC,49250,18,8865.0,True,services
TXNHSN0716,2025-06-13,8471,HSN,70250,18,12645.0,True,goods
TXNSAC0717,2025-06-13,9983,SAC,78500,18,14130.0,True,services
TXNHSN0718,2025-06-13,9403,HSN,31500,18,5670.0,True,goods
TXNSAC0719,2025-06-13,9965,SAC,2050,5,102.5,False,services
TXNSAC0720,2025-06-13,9985,SAC,25900,18,4662.0,True,services
TXNHSN0721,2025-06-14,3004,HSN,1125,12,135.0,False,goods
TXNSAC0722,2025-06-14,9973,SAC,44250,18,7965.0,True,services
TXNSAC0723,2025-06-14,9983,SAC,69800,18,12564.0,True,services
TXNHSN0724,2025-06-14,2106,HSN,9150,5,457.5,False,goods
TXNSAC0725,2025-06-14,9997,SAC,53800,18,9684.0,True,services
TXNHSN0726,2025-06-14,8471,HSN,61250,18,11025.0,True,goods
TXNSAC0727,2025-06-14,9983,SAC,86250,18,15525.0,True,services
TXNHSN0728,2025-06-14,9403,HSN,34250,18,6165.0,True,goods
TXNSAC0729,2025-06-14,9965,SAC,1925,5,96.25,False,services
TXNSAC0730,2025-06-14,9985,SAC,27400,18,4932.0,True,services
TXNHSN0731,2025-06-15,3004,HSN,1020,12,122.4,False,goods
TXNSAC0732,2025-06-15,9973,SAC,46800,18,8424.0,True,services
TXNSAC0733,2025-06-15,9983,SAC,59250,18,10665.0,True,services
TXNHSN0734,2025-06-15,2106,HSN,7350,5,367.5,False,goods
TXNSAC0735,2025-06-15,9997,SAC,55250,18,9945.0,True,services
TXNHSN0736,2025-06-15,8471,HSN,73800,18,13284.0,True,goods
TXNSAC0737,2025-06-15,9983,SAC,92500,18,16650.0,True,services
TXNHSN0738,2025-06-15,9403,HSN,29850,18,5373.0,True,goods
TXNSAC0739,2025-06-15,9965,SAC,1800,5,90.0,False,services
TXNSAC0740,2025-06-15,9985,SAC,26250,18,4725.0,True,services
TXNHSN0741,2025-06-16,3004,HSN,950,12,114.0,False,goods
TXNSAC0742,2025-06-16,9973,SAC,43250,18,7785.0,True,services
TXNSAC0743,2025-06-16,9983,SAC,64500,18,11610.0,True,services
TXNHSN0744,2025-06-16,2106,HSN,8650,5,432.5,False,goods
TXNSAC0745,2025-06-16,9997,SAC,57800,18,10404.0,True,services
TXNHSN0746,2025-06-16,8471,HSN,68250,18,12285.0,True,goods
TXNSAC0747,2025-06-16,9983,SAC,73500,18,13230.0,True,services
TXNHSN0748,2025-06-16,9403,HSN,32500,18,5850.0,True,goods
TXNSAC0749,2025-06-16,9965,SAC,2100,5,105.0,False,services
TXNSAC0750,2025-06-16,9985,SAC,28850,18,5193.0,True,services
