transaction_id,date,description,amount,vendor,raw_category
TXN0356,09-12-2025,Awfis payment for rent itself,2679.87,Awfis,Rent
TXN0357,09-12-2025,Awfis payment for rent model,44666.08,Awfis,Rent
TXN0358,09-12-2025,Adobe payment for software theory,13828.7,Adobe,Software
TXN0359,09-12-2025,Staples payment for office supplies general,15392.42,Staples,Office Supplies
TXN0360,09-12-2025,Swiggy payment for meals detail,35485.29,Swiggy,Meals
TXN0361,09-12-2025,AWS payment for it services member,25059.95,AWS,IT Services
TXN0362,09-12-2025,Airtel payment for utilities image,43199.21,Airtel,Utilities
TXN0363,09-12-2025,Google Cloud payment for it services threat,44188.04,Google Cloud,IT Services
TXN0364,09-12-2025,Figma payment for software allow,675.17,Figma,Software
TXN0365,09-12-2025,Google Cloud payment for it services poor,8771.49,Google Cloud,IT Services
TXN0366,09-12-2025,Office Depot payment for office supplies that,3271.23,Office Depot,Office Supplies
TXN0367,09-12-2025,Ola payment for travel nearly,42131.52,Ola,Travel
TXN0368,09-12-2025,Canva payment for software will,49444.23,Canva,Software
TXN0369,09-12-2025,JioFiber payment for utilities each,31037.22,JioFiber,Utilities
TXN0370,09-12-2025,Rapido payment for travel two,30592.98,Rapido,Travel
TXN0371,09-12-2025,WeWork payment for rent professor,6017.51,WeWork,Rent
TXN0372,09-12-2025,IKEA payment for office supplies exist,31897.4,IKEA,Office Supplies
TXN0373,09-12-2025,Adobe payment for software upon,1708.71,Adobe,Software
TXN0374,09-12-2025,Dominos payment for meals indeed,37553.38,Dominos,Meals
TXN0375,09-12-2025,Dominos payment for meals notice,21682.94,Dominos,Meals
TXN0376,09-12-2025,Ola payment for travel partner,27484.21,Ola,Travel
TXN0377,09-12-2025,Azure payment for it services institution,28989.9,Azure,IT Services
TXN0378,09-12-2025,IKEA payment for office supplies Mrs,47573.56,IKEA,Office Supplies
TXN0379,09-12-2025,Staples payment for office supplies now,12541.76,Staples,Office Supplies
TXN0380,09-12-2025,Azure payment for it services understand,2641.74,Azure,IT Services
TXN0381,09-12-2025,Zomato payment for meals item,18795.08,Zomato,Meals
TXN0382,09-12-2025,Zomato payment for meals middle,47742.45,Zomato,Meals
TXN0383,09-12-2025,Azure payment for it services each,40549.31,Azure,IT Services
TXN0384,09-12-2025,Azure payment for it services per,2011.19,Azure,IT Services
TXN0385,09-12-2025,Uber payment for travel two,9537.72,Uber,Travel
TXN0386,09-12-2025,Google Cloud payment for it services place,19482.81,Google Cloud,IT Services
TXN0387,09-12-2025,Zomato payment for meals at,37133.72,Zomato,Meals
TXN0388,09-12-2025,Airtel payment for utilities better,33028.39,Airtel,Utilities
TXN0389,09-12-2025,JioFiber payment for utilities dark,16859.68,JioFiber,Utilities
TXN0390,09-12-2025,IndiQube payment for rent phone,42395.18,IndiQube,Rent
TXN0391,09-12-2025,Airtel payment for utilities fill,16508.2,Airtel,Utilities
TXN0392,09-12-2025,IndiQube payment for rent section,7182.85,IndiQube,Rent
TXN0393,09-12-2025,WeWork payment for rent day,49844.43,WeWork,Rent
TXN0394,09-12-2025,Office Depot payment for office supplies forget,18592.4,Office Depot,Office Supplies
TXN0395,09-12-2025,Google Cloud payment for it services for,8629.05,Google Cloud,IT Services
TXN0396,09-12-2025,Office Depot payment for office supplies beat,31867.63,Office Depot,Office Supplies
TXN0397,09-12-2025,Uber payment for travel difficult,39487.84,Uber,Travel
TXN0398,09-12-2025,Ola payment for travel because,4307.56,Ola,Travel
TXN0399,09-12-2025,IndiQube payment for rent safe,15330.61,IndiQube,Rent
TXN0400,09-12-2025,Dominos payment for meals about,20516.05,Dominos,Meals
TXN0401,09-12-2025,AWS payment for it services process,15344.72,AWS,IT Services
TXN0402,09-12-2025,Azure payment for it services always,12449.32,Azure,IT Services
TXN0403,09-12-2025,Azure payment for it services as,40891.01,Azure,IT Services
TXN0404,09-12-2025,Staples payment for office supplies himself,20811.35,Staples,Office Supplies
TXN0405,09-12-2025,Dominos payment for meals beautiful,2465.67,Dominos,Meals
TXN0406,09-12-2025,Swiggy payment for meals travel,20176.38,Swiggy,Meals
TXN0407,09-12-2025,KSEB payment for utilities that,1514.46,KSEB,Utilities
TXN0408,09-12-2025,WeWork payment for rent expert,12202.42,WeWork,Rent
TXN0409,09-12-2025,Airtel payment for utilities control,10548.85,Airtel,Utilities
TXN0410,09-12-2025,Airtel payment for utilities director,34086.42,Airtel,Utilities
TXN0411,09-12-2025,Office Depot payment for office supplies and,31791.36,Office Depot,Office Supplies
TXN0412,09-12-2025,IKEA payment for office supplies central,41049.54,IKEA,Office Supplies
TXN0413,09-12-2025,Dominos payment for meals professional,42236.06,Dominos,Meals
TXN0414,09-12-2025,Office Depot payment for office supplies red,3073.57,Office Depot,Office Supplies
TXN0415,09-12-2025,Ola payment for travel admit,13583.26,Ola,Travel
TXN0416,09-12-2025,Awfis payment for rent hand,37639.44,Awfis,Rent
TXN0417,09-12-2025,AWS payment for it services ground,29074.22,AWS,IT Services
TXN0418,09-12-2025,Office Depot payment for office supplies difficult,18206.28,Office Depot,Office Supplies
TXN0419,09-12-2025,IKEA payment for office supplies entire,16268.92,IKEA,Office Supplies
TXN0420,09-12-2025,KSEB payment for utilities goal,19550.86,KSEB,Utilities
TXN0421,09-12-2025,WeWork payment for rent during,25314.39,WeWork,Rent
TXN0422,09-12-2025,Adobe payment for software quality,190.61,Adobe,Software
TXN0423,09-12-2025,Rapido payment for travel age,17984.1,Rapido,Travel
TXN0424,09-12-2025,Staples payment for office supplies law,12255.67,Staples,Office Supplies
TXN0425,09-12-2025,IndiQube payment for rent next,47561.55,IndiQube,Rent
TXN0426,09-12-2025,Ola payment for travel wait,13940.4,Ola,Travel
TXN0427,09-12-2025,Uber payment for travel well,18576.08,Uber,Travel
TXN0428,09-12-2025,Uber payment for travel old,35269.49,Uber,Travel
TXN0429,09-12-2025,IKEA payment for office supplies operation,29045.02,IKEA,Office Supplies
TXN0430,09-12-2025,AWS payment for it services understand,8801.34,AWS,IT Services
TXN0431,09-12-2025,AWS payment for it services power,12141.47,AWS,IT Services
TXN0432,09-12-2025,JioFiber payment for utilities industry,49254.11,JioFiber,Utilities
TXN0433,09-12-2025,Uber payment for travel billion,47104.87,Uber,Travel
TXN0434,09-12-2025,Uber payment for travel several,45055.42,Uber,Travel
TXN0435,09-12-2025,IKEA payment for office supplies course,24682.23,IKEA,Office Supplies
TXN0436,09-12-2025,Ola payment for travel civil,6392.73,Ola,Travel
TXN0437,09-12-2025,Zomato payment for meals fish,21529.67,Zomato,Meals
TXN0438,09-12-2025,Staples payment for office supplies improve,29207.73,Staples,Office Supplies
TXN0439,09-12-2025,Uber payment for travel former,7988.06,Uber,Travel
TXN0440,09-12-2025,JioFiber payment for utilities although,42289.63,JioFiber,Utilities
TXN0441,09-12-2025,Awfis payment for rent speech,17674.1,Awfis,Rent
TXN0442,09-12-2025,Airtel payment for utilities worry,43713.98,Airtel,Utilities
TXN0443,09-12-2025,KSEB payment for utilities phone,35765.15,KSEB,Utilities
TXN0444,09-12-2025,IndiQube payment for rent article,32339.82,IndiQube,Rent
TXN0445,09-12-2025,Swiggy payment for meals policy,33289.62,Swiggy,Meals
TXN0446,09-12-2025,Airtel payment for utilities cup,34853.35,Airtel,Utilities
TXN0447,09-12-2025,IKEA payment for office supplies most,13426.17,IKEA,Office Supplies
TXN0448,09-12-2025,Staples payment for office supplies evening,48914.57,Staples,Office Supplies
TXN0449,09-12-2025,Staples payment for office supplies trial,7654.56,Staples,Office Supplies
TXN0450,09-12-2025,Office Depot payment for office supplies condition,44063.11,Office Depot,Office Supplies
TXN0451,09-12-2025,Zomato payment for meals point,16496.72,Zomato,Meals
TXN0452,09-12-2025,Awfis payment for rent prevent,10637.36,Awfis,Rent
TXN0453,09-12-2025,Rapido payment for travel go,43919.74,Rapido,Travel
TXN0454,09-12-2025,IKEA payment for office supplies writer,35450.77,IKEA,Office Supplies
TXN0455,09-12-2025,Google Cloud payment for it services field,33472.95,Google Cloud,IT Services
TXN0456,09-12-2025,Rapido payment for travel computer,1049.08,Rapido,Travel
TXN0457,09-12-2025,Figma payment for software picture,26287.78,Figma,Software
TXN0458,09-12-2025,Ola payment for travel effort,24994.77,Ola,Travel
TXN0459,09-12-2025,JioFiber payment for utilities home,19955.7,JioFiber,Utilities
TXN0460,09-12-2025,Ola payment for travel and,28003.6,Ola,Travel
TXN0461,09-12-2025,Office Depot payment for office supplies meet,16654.58,Office Depot,Office Supplies
TXN0462,09-12-2025,Airtel payment for utilities organization,26473.82,Airtel,Utilities
TXN0463,09-12-2025,Dominos payment for meals former,22151.75,Dominos,Meals
TXN0464,09-12-2025,Office Depot payment for office supplies training,1161.11,Office Depot,Office Supplies
TXN0465,09-12-2025,Staples payment for office supplies smile,39365.96,Staples,Office Supplies
TXN0466,09-12-2025,IKEA payment for office supplies support,12946.97,IKEA,Office Supplies
TXN0467,09-12-2025,Azure payment for it services management,2706.96,Azure,IT Services
TXN0468,09-12-2025,Adobe payment for software party,49634.82,Adobe,Software
TXN0469,09-12-2025,Airtel payment for utilities entire,42138.08,Airtel,Utilities
TXN0470,09-12-2025,Office Depot payment for office supplies sit,39113.42,Office Depot,Office Supplies
TXN0471,09-12-2025,IndiQube payment for rent not,32808.79,IndiQube,Rent
TXN0472,09-12-2025,IKEA payment for office supplies expert,15343.1,IKEA,Office Supplies
TXN0473,09-12-2025,Dominos payment for meals skill,4241.16,Dominos,Meals
TXN0474,09-12-2025,Swiggy payment for meals study,2185.05,Swiggy,Meals
TXN0475,09-12-2025,JioFiber payment for utilities east,24823.01,JioFiber,Utilities
TXN0476,09-12-2025,Staples payment for office supplies reach,7494.53,Staples,Office Supplies
TXN0477,09-12-2025,IKEA payment for office supplies story,49370.75,IKEA,Office Supplies
TXN0478,09-12-2025,KSEB payment for utilities weight,47512.6,KSEB,Utilities
TXN0479,09-12-2025,Rapido payment for travel detail,14837.72,Rapido,Travel
TXN0480,09-12-2025,Airtel payment for utilities field,34913.07,Airtel,Utilities
TXN0481,09-12-2025,IKEA payment for office supplies reveal,26202.07,IKEA,Office Supplies
TXN0482,09-12-2025,Adobe payment for software any,6548.06,Adobe,Software
TXN0483,09-12-2025,Dominos payment for meals morning,11444.07,Dominos,Meals
TXN0484,09-12-2025,Canva payment for software stand,30585.72,Canva,Software
TXN0485,09-12-2025,Dominos payment for meals little,25992.22,Dominos,Meals
TXN0486,09-12-2025,Uber payment for travel wish,5290.18,Uber,Travel
TXN0487,09-12-2025,AWS payment for it services interview,41264.27,AWS,IT Services
TXN0488,09-12-2025,Azure payment for it services American,16615.18,Azure,IT Services
TXN0489,09-12-2025,KSEB payment for utilities himself,6777.13,KSEB,Utilities
TXN0490,09-12-2025,Azure payment for it services cold,28651.02,Azure,IT Services
TXN0491,09-12-2025,Staples payment for office supplies study,480.39,Staples,Office Supplies
TXN0492,09-12-2025,Zomato payment for meals happen,32690.97,Zomato,Meals
TXN0493,09-12-2025,Airtel payment for utilities political,18271.41,Airtel,Utilities
TXN0494,09-12-2025,Staples payment for office supplies face,42136.42,Staples,Office Supplies
TXN0495,09-12-2025,Airtel payment for utilities health,30005.44,Airtel,Utilities
TXN0496,09-12-2025,JioFiber payment for utilities where,24098.38,JioFiber,Utilities
TXN0497,09-12-2025,Uber payment for travel experience,3257.43,Uber,Travel
TXN0498,09-12-2025,Rapido payment for travel south,31860.67,Rapido,Travel
TXN0499,09-12-2025,Azure payment for it services TV,3937.67,Azure,IT Services
TXN0500,09-12-2025,AWS payment for it services risk,22028.49,AWS,IT Services
TXN0501,09-12-2025,IndiQube payment for rent experience,20525.2,IndiQube,Rent
TXN0502,09-12-2025,WeWork payment for rent assume,47724.53,WeWork,Rent
TXN0503,09-12-2025,Google Cloud payment for it services well,32061.41,Google Cloud,IT Services
TXN0504,09-12-2025,Swiggy payment for meals interest,38526.83,Swiggy,Meals
TXN0505,09-12-2025,Adobe payment for software player,49520.79,Adobe,Software
TXN0506,09-12-2025,Swiggy payment for meals military,18229.7,Swiggy,Meals
TXN0507,09-12-2025,WeWork payment for rent get,36715.67,WeWork,Rent
TXN0508,09-12-2025,Rapido payment for travel section,35157.89,Rapido,Travel
TXN0509,09-12-2025,JioFiber payment for utilities dinner,10175.19,JioFiber,Utilities
TXN0510,09-12-2025,Adobe payment for software even,41882.4,Adobe,Software
TXN0511,09-12-2025,KSEB payment for utilities fine,12193.8,KSEB,Utilities
TXN0512,09-12-2025,Dominos payment for meals suddenly,20883.47,Dominos,Meals
TXN0513,09-12-2025,Canva payment for software election,24829.68,Canva,Software
TXN0514,09-12-2025,Airtel payment for utilities nor,23573.52,Airtel,Utilities
TXN0515,09-12-2025,Azure payment for it services stuff,27011.43,Azure,IT Services
TXN0516,09-12-2025,Azure payment for it services prevent,45141.54,Azure,IT Services
TXN0517,09-12-2025,Ola payment for travel wait,17514.8,Ola,Travel
TXN0518,09-12-2025,Canva payment for software body,28708.76,Canva,Software
TXN0519,09-12-2025,Staples payment for office supplies example,38346.42,Staples,Office Supplies
TXN0520,09-12-2025,KSEB payment for utilities reach,45027.26,KSEB,Utilities
TXN0521,09-12-2025,Azure payment for it services civil,40607.42,Azure,IT Services
TXN0522,09-12-2025,JioFiber payment for utilities can,4034.88,JioFiber,Utilities
TXN0523,09-12-2025,Airtel payment for utilities it,16690.58,Airtel,Utilities
TXN0524,09-12-2025,Ola payment for travel poor,31606.18,Ola,Travel
TXN0525,09-12-2025,Adobe payment for software audience,6065.09,Adobe,Software
TXN0526,09-12-2025,Canva payment for software speech,362.92,Canva,Software
TXN0527,09-12-2025,AWS payment for it services team,15988.61,AWS,IT Services
TXN0528,09-12-2025,Google Cloud payment for it services face,25390.46,Google Cloud,IT Services
TXN0529,09-12-2025,Office Depot payment for office supplies lay,19995.95,Office Depot,Office Supplies
TXN0530,09-12-2025,Azure payment for it services day,46298.83,Azure,IT Services
TXN0531,09-12-2025,Dominos payment for meals set,25411.09,Dominos,Meals
TXN0532,09-12-2025,Figma payment for software after,29276.52,Figma,Software
TXN0533,09-12-2025,Rapido payment for travel short,27323.05,Rapido,Travel
TXN0534,09-12-2025,Swiggy payment for meals ever,33251.24,Swiggy,Meals
TXN0535,09-12-2025,Swiggy payment for meals technology,39290.43,Swiggy,Meals
TXN0536,09-12-2025,Office Depot payment for office supplies exist,35904.46,Office Depot,Office Supplies
TXN0537,09-12-2025,Google Cloud payment for it services glass,43689.51,Google Cloud,IT Services
TXN0538,09-12-2025,Awfis payment for rent culture,20297.75,Awfis,Rent
TXN0539,09-12-2025,Rapido payment for travel station,227.67,Rapido,Travel
TXN0540,09-12-2025,JioFiber payment for utilities seat,49600.13,JioFiber,Utilities
TXN0541,09-12-2025,Staples payment for office supplies my,35585.42,Staples,Office Supplies
TXN0542,09-12-2025,Figma payment for software cause,5236.7,Figma,Software
TXN0543,09-12-2025,Airtel payment for utilities use,244.36,Airtel,Utilities
TXN0544,09-12-2025,JioFiber payment for utilities stop,2344.66,JioFiber,Utilities
TXN0545,09-12-2025,Office Depot payment for office supplies practice,694.27,Office Depot,Office Supplies
TXN0546,09-12-2025,Canva payment for software sell,19740.1,Canva,Software
TXN0547,09-12-2025,Office Depot payment for office supplies type,29049.74,Office Depot,Office Supplies
TXN0548,09-12-2025,Figma payment for software fly,1087.22,Figma,Software
TXN0549,09-12-2025,WeWork payment for rent wonder,35897.98,WeWork,Rent
TXN0550,09-12-2025,JioFiber payment for utilities medical,15075.27,JioFiber,Utilities
TXN0551,09-12-2025,Awfis payment for rent dog,32963.37,Awfis,Rent
TXN0552,09-12-2025,Airtel payment for utilities concern,49730.75,Airtel,Utilities
TXN0553,09-12-2025,Uber payment for travel value,43254.6,Uber,Travel
TXN0554,09-12-2025,IndiQube payment for rent benefit,48942.44,IndiQube,Rent
TXN0555,09-12-2025,Swiggy payment for meals individual,32839.96,Swiggy,Meals
TXN0556,09-12-2025,Dominos payment for meals increase,8238.29,Dominos,Meals
TXN0557,09-12-2025,JioFiber payment for utilities any,41514.7,JioFiber,Utilities
TXN0558,09-12-2025,Dominos payment for meals collection,49162.55,Dominos,Meals
TXN0559,09-12-2025,Google Cloud payment for it services good,429.96,Google Cloud,IT Services
TXN0560,09-12-2025,IndiQube payment for rent try,18927.06,IndiQube,Rent
TXN0561,09-12-2025,IndiQube payment for rent big,45369.47,IndiQube,Rent
TXN0562,09-12-2025,Staples payment for office supplies bit,41515.59,Staples,Office Supplies
TXN0563,09-12-2025,JioFiber payment for utilities argue,43393.01,JioFiber,Utilities
TXN0564,09-12-2025,Figma payment for software head,47210.73,Figma,Software
TXN0565,09-12-2025,Office Depot payment for office supplies three,42778.11,Office Depot,Office Supplies
TXN0566,09-12-2025,Figma payment for software new,37186.43,Figma,Software
TXN0567,09-12-2025,IKEA payment for office supplies single,38886.17,IKEA,Office Supplies
TXN0568,09-12-2025,Airtel payment for utilities anyone,20700.91,Airtel,Utilities
TXN0569,09-12-2025,Swiggy payment for meals save,36763.73,Swiggy,Meals
TXN0570,09-12-2025,Swiggy payment for meals form,48771.92,Swiggy,Meals
TXN0571,09-12-2025,Google Cloud payment for it services economy,10737.41,Google Cloud,IT Services
TXN0572,09-12-2025,Office Depot payment for office supplies discuss,37244.23,Office Depot,Office Supplies
TXN0573,09-12-2025,Canva payment for software close,8914.6,Canva,Software
TXN0574,09-12-2025,Ola payment for travel in,14087.17,Ola,Travel
TXN0575,09-12-2025,AWS payment for it services single,14610.94,AWS,IT Services
TXN0576,09-12-2025,IKEA payment for office supplies paper,35504.81,IKEA,Office Supplies
TXN0577,09-12-2025,Zomato payment for meals nearly,26249.38,Zomato,Meals
TXN0578,09-12-2025,WeWork payment for rent east,7328.28,WeWork,Rent
TXN0579,09-12-2025,Staples payment for office supplies newspaper,32990.29,Staples,Office Supplies
TXN0580,09-12-2025,Swiggy payment for meals research,24801.28,Swiggy,Meals
TXN0581,09-12-2025,Airtel payment for utilities executive,12985.21,Airtel,Utilities
TXN0582,09-12-2025,Rapido payment for travel effort,16539.55,Rapido,Travel
TXN0583,09-12-2025,Staples payment for office supplies animal,38035.71,Staples,Office Supplies
TXN0584,09-12-2025,Swiggy payment for meals player,18709.36,Swiggy,Meals
TXN0585,09-12-2025,Zomato payment for meals every,16694.99,Zomato,Meals
TXN0586,09-12-2025,Staples payment for office supplies music,23319.52,Staples,Office Supplies
TXN0587,09-12-2025,Azure payment for it services less,10486.66,Azure,IT Services
TXN0588,09-12-2025,WeWork payment for rent road,20993.81,WeWork,Rent
TXN0589,09-12-2025,Azure payment for it services anything,18915.43,Azure,IT Services
TXN0590,09-12-2025,Airtel payment for utilities imagine,13832.01,Airtel,Utilities
TXN0591,09-12-2025,Office Depot payment for office supplies shoulder,19459.81,Office Depot,Office Supplies
TXN0592,09-12-2025,KSEB payment for utilities worker,8453.92,KSEB,Utilities
TXN0593,09-12-2025,Airtel payment for utilities technology,47796.5,Airtel,Utilities
TXN0594,09-12-2025,Azure payment for it services smile,40882.22,Azure,IT Services
TXN0595,09-12-2025,Dominos payment for meals indicate,15370.09,Dominos,Meals
TXN0596,09-12-2025,Canva payment for software animal,32079.04,Canva,Software
TXN0597,09-12-2025,Figma payment for software whom,18174.76,Figma,Software
TXN0598,09-12-2025,Swiggy payment for meals thousand,41568.85,Swiggy,Meals
TXN0599,09-12-2025,Azure payment for it services radio,17689.04,Azure,IT Services
TXN0600,09-12-2025,JioFiber payment for utilities song,26029.72,JioFiber,Utilities
TXN0601,09-12-2025,Staples payment for office supplies to,27566.15,Staples,Office Supplies
TXN0602,09-12-2025,Uber payment for travel street,24500.97,Uber,Travel
TXN0603,09-12-2025,Office Depot payment for office supplies close,8750.63,Office Depot,Office Supplies
TXN0604,09-12-2025,Adobe payment for software hand,41588.73,Adobe,Software
TXN0605,09-12-2025,KSEB payment for utilities wrong,36290.78,KSEB,Utilities
TXN0606,09-12-2025,Adobe payment for software important,44693.76,Adobe,Software
TXN0607,09-12-2025,Dominos payment for meals price,45427.33,Dominos,Meals
TXN0608,09-12-2025,Figma payment for software certainly,14907.25,Figma,Software
TXN0609,09-12-2025,Google Cloud payment for it services find,28460.95,Google Cloud,IT Services
TXN0610,09-12-2025,AWS payment for it services sometimes,9710.96,AWS,IT Services
TXN0611,09-12-2025,Figma payment for software perform,244.75,Figma,Software
TXN0612,09-12-2025,Adobe payment for software listen,1370.09,Adobe,Software
TXN0613,09-12-2025,Awfis payment for rent group,1209.68,Awfis,Rent
TXN0614,09-12-2025,Canva payment for software bring,37578.89,Canva,Software
TXN0615,09-12-2025,Ola payment for travel rich,44993.53,Ola,Travel
TXN0616,09-12-2025,Office Depot payment for office supplies key,3959.97,Office Depot,Office Supplies
TXN0617,09-12-2025,IndiQube payment for rent card,29470.44,IndiQube,Rent
TXN0618,09-12-2025,Office Depot payment for office supplies spring,22442.56,Office Depot,Office Supplies
TXN0619,09-12-2025,WeWork payment for rent name,29131.71,WeWork,Rent
TXN0620,09-12-2025,JioFiber payment for utilities must,4104.26,JioFiber,Utilities
TXN0621,09-12-2025,Staples payment for office supplies you,21172,Staples,Office Supplies
TXN0622,09-12-2025,WeWork payment for rent court,35268.44,WeWork,Rent
TXN0623,09-12-2025,Awfis payment for rent them,44583.28,Awfis,Rent
TXN0624,09-12-2025,Zomato payment for meals dark,11069.33,Zomato,Meals
TXN0625,09-12-2025,IKEA payment for office supplies social,29712.21,IKEA,Office Supplies
TXN0626,09-12-2025,Uber payment for travel whatever,34543.5,Uber,Travel
TXN0627,09-12-2025,Adobe payment for software letter,476.73,Adobe,Software
TXN0628,09-12-2025,Swiggy payment for meals pull,41930.39,Swiggy,Meals
TXN0629,09-12-2025,Rapido payment for travel item,33593.05,Rapido,Travel
TXN0630,09-12-2025,Office Depot payment for office supplies example,28931.79,Office Depot,Office Supplies
TXN0631,09-12-2025,Uber payment for travel employee,41130.74,Uber,Travel
TXN0632,09-12-2025,Dominos payment for meals fire,18744.51,Dominos,Meals
TXN0633,09-12-2025,Swiggy payment for meals anyone,39034.72,Swiggy,Meals
TXN0634,09-12-2025,Azure payment for it services statement,30470.39,Azure,IT Services
TXN0635,09-12-2025,Zomato payment for meals service,23602.67,Zomato,Meals
TXN0636,09-12-2025,AWS payment for it services old,38070.11,AWS,IT Services
TXN0637,09-12-2025,Canva payment for software clear,41628.79,Canva,Software
TXN0638,09-12-2025,WeWork payment for rent nearly,21564.48,WeWork,Rent
TXN0639,09-12-2025,Staples payment for office supplies sea,9931.53,Staples,Office Supplies
TXN0640,09-12-2025,Airtel payment for utilities happen,44182.94,Airtel,Utilities
TXN0641,09-12-2025,Zomato payment for meals century,30767.22,Zomato,Meals
TXN0642,09-12-2025,Google Cloud payment for it services left,4692.29,Google Cloud,IT Services
TXN0643,09-12-2025,KSEB payment for utilities whether,4098.93,KSEB,Utilities
TXN0644,09-12-2025,Adobe payment for software behind,25767.49,Adobe,Software
TXN0645,09-12-2025,Awfis payment for rent process,30161.67,Awfis,Rent
TXN0646,09-12-2025,IKEA payment for office supplies though,41239.21,IKEA,Office Supplies
TXN0647,09-12-2025,KSEB payment for utilities his,14830.69,KSEB,Utilities
TXN0648,09-12-2025,IKEA payment for office supplies seven,37367.88,IKEA,Office Supplies
TXN0649,09-12-2025,Staples payment for office supplies pretty,16435.21,Staples,Office Supplies
TXN0650,09-12-2025,Zomato payment for meals already,18137.91,Zomato,Meals
TXN0651,09-12-2025,Zomato payment for meals not,43851.81,Zomato,Meals
TXN0652,09-12-2025,Adobe payment for software stop,3977.3,Adobe,Software
TXN0653,09-12-2025,Canva payment for software drive,24883.97,Canva,Software
TXN0654,09-12-2025,Staples payment for office supplies interview,27694.57,Staples,Office Supplies
TXN0655,09-12-2025,Swiggy payment for meals must,41190.86,Swiggy,Meals
TXN0656,09-12-2025,Staples payment for office supplies home,29681.56,Staples,Office Supplies
TXN0657,09-12-2025,Adobe payment for software natural,7990.44,Adobe,Software
TXN0658,09-12-2025,Adobe payment for software employee,48845.29,Adobe,Software
TXN0659,09-12-2025,Google Cloud payment for it services walk,25667.54,Google Cloud,IT Services
TXN0660,09-12-2025,Azure payment for it services military,12091.41,Azure,IT Services
TXN0661,09-12-2025,Swiggy payment for meals price,28970.46,Swiggy,Meals
TXN0662,09-12-2025,KSEB payment for utilities send,17840.23,KSEB,Utilities
TXN0663,09-12-2025,Awfis payment for rent agency,38186.11,Awfis,Rent
TXN0664,09-12-2025,Google Cloud payment for it services fact,34074.22,Google Cloud,IT Services
TXN0665,09-12-2025,Airtel payment for utilities weight,46130.47,Airtel,Utilities
TXN0666,09-12-2025,Awfis payment for rent film,37041.86,Awfis,Rent
TXN0667,09-12-2025,Figma payment for software alone,12132.34,Figma,Software
TXN0668,09-12-2025,Rapido payment for travel laugh,47579.51,Rapido,Travel
TXN0669,09-12-2025,JioFiber payment for utilities according,44361.65,JioFiber,Utilities
TXN0670,09-12-2025,Figma payment for software here,16963.73,Figma,Software
TXN0671,09-12-2025,Staples payment for office supplies section,14623.55,Staples,Office Supplies
TXN0672,09-12-2025,JioFiber payment for utilities skill,35266.4,JioFiber,Utilities
TXN0673,09-12-2025,JioFiber payment for utilities former,1290.75,JioFiber,Utilities
TXN0674,09-12-2025,IndiQube payment for rent white,13317.16,IndiQube,Rent
TXN0675,09-12-2025,AWS payment for it services main,2623.05,AWS,IT Services
TXN0676,09-12-2025,AWS payment for it services who,14875.31,AWS,IT Services
TXN0677,09-12-2025,Google Cloud payment for it services ask,11689.99,Google Cloud,IT Services
TXN0678,09-12-2025,Azure payment for it services people,21906.65,Azure,IT Services
TXN0679,09-12-2025,IndiQube payment for rent best,31681.36,IndiQube,Rent
TXN0680,09-12-2025,Ola payment for travel anything,35422.58,Ola,Travel
TXN0681,09-12-2025,IndiQube payment for rent although,12750.35,IndiQube,Rent
TXN0682,09-12-2025,Uber payment for travel rate,49646.67,Uber,Travel
TXN0683,09-12-2025,KSEB payment for utilities also,38875.92,KSEB,Utilities
TXN0684,09-12-2025,Airtel payment for utilities morning,16130.83,Airtel,Utilities
TXN0685,09-12-2025,Adobe payment for software and,2804.02,Adobe,Software
TXN0686,09-12-2025,IKEA payment for office supplies camera,19839.74,IKEA,Office Supplies
TXN0687,09-12-2025,Dominos payment for meals else,26215.27,Dominos,Meals
TXN0688,09-12-2025,WeWork payment for rent financial,12341.82,WeWork,Rent
TXN0689,09-12-2025,Uber payment for travel successful,49757.06,Uber,Travel
TXN0690,09-12-2025,Airtel payment for utilities up,26605.25,Airtel,Utilities
TXN0691,09-12-2025,Swiggy payment for meals TV,13473.88,Swiggy,Meals
TXN0692,09-12-2025,Adobe payment for software name,19344.33,Adobe,Software
TXN0693,09-12-2025,Rapido payment for travel suggest,13390.21,Rapido,Travel
TXN0694,09-12-2025,KSEB payment for utilities his,31568.76,KSEB,Utilities
TXN0695,09-12-2025,Google Cloud payment for it services defense,9137.57,Google Cloud,IT Services
TXN0696,09-12-2025,Canva payment for software free,5233.39,Canva,Software
TXN0697,09-12-2025,Ola payment for travel contain,6654.5,Ola,Travel
TXN0698,09-12-2025,Zomato payment for meals modern,2704.07,Zomato,Meals
TXN0699,09-12-2025,Azure payment for it services pick,32713.17,Azure,IT Services
TXN0700,09-12-2025,IndiQube payment for rent hour,9718.83,IndiQube,Rent
TXN0701,09-12-2025,Airtel payment for utilities travel,28404.29,Airtel,Utilities
TXN0702,09-12-2025,Ola payment for travel participant,10672.49,Ola,Travel
TXN0703,09-12-2025,Ola payment for travel day,6757.61,Ola,Travel
TXN0704,09-12-2025,Zomato payment for meals thank,6679.24,Zomato,Meals
TXN0705,09-12-2025,Zomato payment for meals several,494.62,Zomato,Meals
TXN0706,09-12-2025,IKEA payment for office supplies however,45599.58,IKEA,Office Supplies
TXN0707,09-12-2025,Awfis payment for rent every,3856.94,Awfis,Rent
