transaction_id,transaction_date,currency,description,vendor_name,gst_applicable,gst_slab,itc_eligible,category_label,is_anomaly,amount,dow
TXN0002491,01-10-2024,INR,service fees,BESCOM Pvt Ltd,TRUE,5%,FALSE,Utilities,0,10759.58922,1
TXN0002492,01-10-2024,INR,monthly charges,MICROSOFT,TRUE,12%,TRUE,Software,0,4573.406415,1
TXN0002493,01-10-2024,INR,UPI UPGRAD BILL/2410/493 ADV - exp,UPGRAD,TRUE,exempt,TRUE,Training,0,20307.22637,1
TXN0002494,02-10-2024,INR,CARD KSEB INDIA PVT LTD BILL/2408/073 FY24 - exp,TCS Pvt Ltd,TRUE,18%,TRUE,IT Services,0,266846.4617,2
TXN0002495,02-10-2024,INR,imps awfis india pvt td taxinv2/46/052 adv - exp* ref 7270,Kseb,TRUE,28%,FALSE,Utilities,0,59455.52321,2
TXN0002496,02-10-2024,INR,auto-debit adobe bill/2410/496 q2 - exp,ADOBE,TRUE,5%,unknown,Software,0,69504.08116,2
TXN0002497,02-10-2024,INR,bill paid,SWIGGY INDIA PVT LTD,TRUE,5%,FALSE,Meals,0,16660.37319,2
TXN0002498,02-10-2024,INR,BESCOM INDIA PVT LTD,BESCOM INDIA PVT LTD,TRUE,5%,TRUE,Utilities,0,12455.31238,2
TXN0002499,02-10-2024,INR,RTGS TECHM INDIA PVT LTD BILL/2410/499 Q2 - exp,TECHM INDIA PVT LTD,TRUE,18%,TRUE,IT Services,0,154945.792,2
TXN0002500,02-10-2024,INR,na,JIOFIBER,TRUE,18%,TRUE,Utilities,0,63138.42655,2
TXN0002501,02-10-2024,INR,caad hcl inv/2501/929 subs - exp,STAPLES Pvt Ltd,TRUE,5%,TRUE,Office Supplies,0,11639.3464,2
TXN0002502,02-10-2024,INR,online payment,SIMPLILEARN,TRUE,12%,FALSE,Training,0,198650.8243,2
TXN0002503,02-10-2024,INR,!imps uber india pvt ltd taxinv/2410/503 gst - exp,UBER INDIA PVT LTD,TRUE,5%,FALSE,Travel,0,21123.5285,2
TXN0002504,02-10-2024,INR,DOMINOS INDIA PVT LTD chgs,DOMINOS INDIA PVT LTD,TRUE,18%,unknown,Meals,0,10529.31033,2
TXN0002505,02-10-2024,INR,na,AIRTEL INDIA PVT LTD,TRUE,28%,FALSE,Utilities,0,140045.1707,2
TXN0002506,02-10-2024,INR,/ card kseb rcpt/2404/006 rent - exp,Figma,TRUE,18%,TRUE,Software,0,33304.14304,2
TXN0002507,02-10-2024,INR,rtgs jiofiber taxinv/2410/507 rent - exp! ref 7206,JIOFIBER,TRUE,12%,TRUE,Utilities,0,120448.2714,2
TXN0002508,03-10-2024,INR,TECHM INDIA PVT LTD chgs,TECHM INDIA PVT LTD,TRUE,18%,TRUE,IT Services,0,38867.52875,3
TXN0002509,03-10-2024,INR,AUTO-DEBIT INFY INDIA PVT LTD TAXINV/2408/838 Q2 - exp,COURSERA,TRUE,12%,TRUE,Training,0,22925.97685,3
TXN0002510,03-10-2024,INR,NEFT MICROSOFT INDIA PVT LTD TAXINV/2410/510 SUBS - exp,MICROSOFT INDIA PVT LTD,TRUE,exempt,FALSE,Software,0,12955.38803,3
TXN0002511,03-10-2024,INR,bill paid,TEC.hm,TRUE,18%,TRUE,IT Services,0,32296.57032,3
TXN0002512,03-10-2024,INR,pymt processed,Govt Fees,FALSE,12%,TRUE,Exempt Services,0,8649.205296,3
TXN0002513,03-10-2024,INR,ZOMATO,ADOBE INDIA PVT LTD,TRUE,12%,unknown,Software,0,19268.39946,3
TXN0002514,03-10-2024,INR,rtgs airtel inv/2410/514 tds - exp,AIRTEL,TRUE,12%,TRUE,Utilities,1,111306.1221,3
TXN0002515,03-10-2024,INR,FIGMA INDIA PVT LTD chgs,WEWORK,TRUE,18%,TRUE,Rent,0,86942.5471,3
TXN0002516,03-10-2024,INR,/ neft bescom inv/2410/516 gst - exp,Bescom,TRUE,28%,TRUE,Utilities,0,11364.00409,3
TXN0002517,03-10-2024,INR,auto debit,TCS,TRUE,12%,FALSE,Training,0,44736.07513,3
TXN0002518,03-10-2024,INR,bill paid,WIPRO,TRUE,28%,unknown,IT Services,0,35211.9043,3
TXN0002519,03-10-2024,INR,UPI ADOBE INDIA PVT LTD TAXINV/2410/519 GST - exp# ref 7477,ADOBE INDIA PVT LTD,TRUE,28%,unknown,Software,0,12745.39252,3
TXN0002520,03-10-2024,INR,imps indiqube india fvt td bill/2410/520 - exp,INDIQUBE INDIA PVT LTD,TRUE,28%,TRUE,Rent,0,94624.22598,3
TXN0002521,03-10-2024,INR,bill paid,ADOBE Pvt Ltd,TRUE,18%,TRUE,Software,1,6399.509219,3
TXN0002522,04-10-2024,INR,card ikea inv/4210/522 adv - exp-ref 9226,Ikea,TRUE,12%,TRUE,Office Supplies,0,5798.224873,4
TXN0002523,04-10-2024,INR,online payment,OLA Pvt Ltd,TRUE,exempt,TRUE,Travel,0,6130.39876,4
TXN0002524,04-10-2024,INR,rtgs figma rcpt/2410/524 rent - exp,FIGMA,TRUE,exempt,unknown,Software,0,6005.069921,4
TXN0002525,04-10-2024,INR,monthly charges,ADO.be,TRUE,18%,TRUE,Software,0,9491.102517,4
TXN0002526,04-10-2024,INR, / auto-debit awfis rcpt/2410/526 subs - rent exp,AWFIS,TRUE,18%,TRUE,Rent,0,171721.5807,4
TXN0002527,04-10-2024,INR,RTGS KSEB TAXINV/2410/527 FY25 - exp,KSEB,TRUE,exempt,FALSE,Utilities,0,11772.23779,4
TXN0002528,04-10-2024,INR,pymt processed,ADO.be,TRUE,12%,TRUE,Software,0,2822.131077,4
TXN0002529,04-10-2024,INR,monthly charges,GOVT FEES INDIA PVT LTD,FALSE,12%,FALSE,Exempt Services,0,2778.532685,4
TXN0002530,04-10-2024,INR,monthly charges,BESCOM,TRUE,18%,TRUE,Utilities,0,23171.91795,4
TXN0002531,04-10-2024,INR,auto debit,AIR.tel,TRUE,12%,FALSE,Utilities,0,9634.015451,4
TXN0002532,04-10-2024,INR,-rtgs office depot pvt ltd inv/2410/532 adv - exp* ref 1184,OFFICE DEPOT Pvt Ltd,TRUE,12%,TRUE,Office Supplies,0,6559.78216,4
TXN0002533,04-10-2024,INR,UPI FOF.ice depot INV/2410/53 Q2 - exp- ref 5874,OFF.ice depot,TRUE,5%,TRUE,Office Supplies,0,7070.531716,4
TXN0002534,04-10-2024,INR,RTGS HCL INV/2503/726 TS - exp,IND.iqube,TRUE,28%,unknown,Rent,0,92649.14027,4
TXN0002535,04-10-2024,INR,AUTO-DEBIT OLA Pvt Ltd BILL/2407/440 YF2 4- exp,KSE.b,TRUE,18%,TRUE,Utilities,0,17351.83254,4
TXN0002536,04-10-2024,INR,auto debit,HCL,TRUE,18%,TRUE,IT Services,0,10003.6728,4
TXN0002537,04-10-2024,INR,/ upi kfc inv/2410/537usubs - exp,KFC,TRUE,28%,unknown,Meals,0,3940.567197,4
TXN0002538,04-10-2024,INR,card ind.iqube inv/2406/990 ts - exp,OLA,TRUE,5%,FALSE,Travel,0,4301.039697,4
TXN0002539,05-10-2024,INR,AUTO-DEBIT STAMP DUTY INV/2407/523 SUBS - exempt services exp- ref 1766,JIOFIBER INDIA PVT LTD,TRUE,exempt,FALSE,Utilities,0,6799.735824,5
TXN0002540,05-10-2024,INR,-IMPS OLA RCPT/2410/540 TDS - exp,OLA,TRUE,28%,FALSE,Travel,0,5380.628096,5
TXN0002541,05-10-2024,INR,/ neft adobe india pvt ltd inv/2410/541 subs - exp,ADOBE INDIA PVT LTD,TRUE,5%,FALSE,Software,0,6805.510128,5
TXN0002542,05-10-2024,INR,NEFT IND.iqube INV/2140/943 - exp,Simplilearn,TRUE,exempt,FALSE,Training,0,32832.18164,5
TXN0002543,05-10-2024,INR,debit txn,INF.y,TRUE,5%,unknown,IT Services,0,28371.81515,5
TXN0002544,05-10-2024,INR,pymt processed,Ikea,TRUE,18%,TRUE,Office Supplies,0,3411.562825,5
TXN0002545,05-10-2024,INR,*CARD MICROSOFT Pvt Ltd TAXINV/241/0545 RENT - software exp* vf 7577,MICROSOFT Pvt Ltd,TRUE,18%,TRUE,Software,0,4440.525178,5
TXN0002546,05-10-2024,INR,na,UBER,TRUE,28%,unknown,Travel,0,2802.247616,5
TXN0002547,05-10-2024,INR,bill paid,TCS,TRUE,18%,TRUE,Training,0,5553.374037,5
TXN0002548,05-10-2024,INR,Indigo,Indigo,TRUE,12%,FALSE,Travel,0,3177.168457,5
TXN0002549,05-10-2024,INR,CARD DOIMNOS BILL/2410/549 FY24 - exp,DOMINOS,TRUE,exempt,FALSE,Meals,0,1726.697757,5
TXN0002550,05-10-2024,INR,PUI INDIQUBE INDIA PVT LTD BILL/2410/5d0 FY25 b exp! ref 8677,INDIQUBE INDIA PVT LTD,TRUE,28%,unknown,Rent,0,42374.43733,5
TXN0002551,06-10-2024,INR,online payment,KFC,TRUE,5%,FALSE,Meals,0,1756.19337,6
TXN0002552,06-10-2024,INR,bill paid,DOMINOS Pvt Ltd,TRUE,5%,FALSE,Meals,0,1675.163356,6
TXN0002553,06-10-2024,INR,auto debit,KSEB,TRUE,18%,TRUE,Utilities,0,5515.85772,6
TXN0002554,06-10-2024,INR,!upi adobe pvt ltd taxinv/2410/554 q2 - ex p/ ref 44q6,ADOBE Pvt Ltd,TRUE,exempt,TRUE,Software,0,8528.557424,6
TXN0002555,06-10-2024,INR,bill paid,Techm,TRUE,exempt,FALSE,IT Services,0,25527.12769,6
TXN0002556,06-10-2024,INR,debit txn,INDIQUBE INDIA PVT LTD,TRUE,exempt,FALSE,Rent,0,77625.8961,6
TXN0002557,06-10-2024,INR,neft bescom indwa pvt ltd taxikv/2410/557 subs - exp,BESCOM INDIA PVT LTD,TRUE,18%,TRUE,Utilities,0,10431.91702,6
TXN0002558,06-10-2024,INR,*IMPS Zomato INV/2410/55 TDS - exp,Zomato,TRUE,5%,FALSE,Meals,0,2235.594145,6
TXN0002559,06-10-2024,INR,RTGS Tcs BILL/2410/559 ADV - exp,Tcs,TRUE,18%,TRUE,Training,0,21931.89492,6
TXN0002560,06-10-2024,INR,AUTO-DEBIT ZOM.ato BILL/2410/560Q2 - ueals exp,ZOM.ato,TRUE,exempt,TRUE,Meals,0,2756.290303,6
TXN0002561,06-10-2024,INR,pymt processed,Hcl,TRUE,18%,TRUE,IT Services,0,13826.66725,6
TXN0002562,06-10-2024,INR,AUTO-DEBIT BES.com INV/2408/830 TDS - exp,BESCOM,TRUE,exempt,unknown,Utilities,0,3294.047576,6
TXN0002563,06-10-2024,INR,monthly charges,DOMINOS,TRUE,18%,unknown,Meals,0,2539.492248,6
TXN0002564,06-10-2024,INR,ADOBE Pvt Ltd chgs,ADOBE Pvt Ltd,TRUE,18%,FALSE,Software,1,5749.227519,6
TXN0002565,06-10-2024,INR,auto debit,SIMPLILEARN,TRUE,18%,unknown,Training,0,10304.50803,6
TXN0002566,06-10-2024,INR,auto debit,Wework,TRUE,18%,TRUE,Rent,0,35029.32539,6
TXN0002567,07-10-2024,INR,INFY Pvt Ltd chgs,INFY Pvt Ltd,TRUE,5%,FALSE,IT Services,0,56898.99632,0
TXN0002568,07-10-2024,INR,debit txn,INDIGO INDIA PVT LTD,TRUE,exempt,FALSE,Travel,0,3551.312932,0
TXN0002569,07-10-2024,INR,-card airtel taxinv/2410i569 tds - exp,Airtel,TRUE,18%,TRUE,Utilities,0,11917.10346,0
TXN0002570,07-10-2024,INR,online payment,Wework,TRUE,12%,unknown,Rent,0,52489.18372,0
TXN0002571,07-10-2024,INR, ,Canva,TRUE,18%,TRUE,Software,0,11064.86422,0
TXN0002572,07-10-2024,INR,CARD MICROSOFT INV/2411/980 TDS - exp,RAPIDO INDIA PVT LTD,TRUE,5%,FALSE,Travel,0,6236.592336,0
TXN0002573,07-10-2024,INR,card ra bill/2410/573 fy25 - exp,Coursera,TRUE,exempt,unknown,Training,0,37272.11005,0
TXN0002574,07-10-2024,INR,monthly charges,BES.com,TRUE,12%,unknown,Utilities,0,11744.57686,0
TXN0002575,07-10-2024,INR,monthly charges,WEWORK Pvt Ltd,TRUE,5%,FALSE,Rent,0,126682.9139,0
TXN0002576,07-10-2024,INR,NEFT AWFI SBILL/2410/576 GST - exp,AWFIS,TRUE,28%,TRUE,Rent,0,62425.21537,0
TXN0002577,07-10-2024,INR,service fees,AIRTEL,TRUE,18%,TRUE,IT Services,0,16275.62442,0
TXN0002578,08-10-2024,INR,SWI.ggy chgs,SWI.ggy,TRUE,18%,FALSE,Travel,1,3233.086444,1
TXN0002579,08-10-2024,INR,*IMPS WEWORK Pvt Ltd RCPT/2410/579 FY25 - exp,WEWORK Pvt Ltd,TRUE,12%,FALSE,Rent,0,118424.8231,1
TXN0002580,08-10-2024,INR,IMPS OICE DEPOT INDIA PVT LTD TAXINV/2410/580 SUBS - exp,OFFICE DEPOT INDIA PVT LTD,TRUE,12%,TRUE,Office Supplies,0,5575.851129,1
TXN0002581,08-10-2024,INR,-,Wipro,TRUE,18%,TRUE,IT Services,0,53898.47346,1
TXN0002582,08-10-2024,INR,/ NEFT HCL INDIA PVT LTD INV/2410/582 TDS - exp,HCL INDIA PVT LTD,TRUE,5%,unknown,IT Services,0,70644.8141,1
TXN0002583,08-10-2024,INR,debit txn,WEWORK,TRUE,12%,unknown,Rent,0,64970.49398,1
TXN0002584,08-10-2024,INR,monthly charges,SIMPLILEARN INDIA PVT LTD,TRUE,exempt,unknown,Training,0,15642.7453,1
TXN0002585,08-10-2024,INR,/xRTGS INDIQUBE TAXINV/2410/585 - exp,INDIQUBE,TRUE,exempt,unknown,Rent,1,54817.056,1
TXN0002586,08-10-2024,INR,CARD WEWOR KPvt Ltd INV/2410/586 ADV - exp- ref 6204,WEWORK Pvt Ltd,TRUE,18%,TRUE,Rent,0,81825.80553,1
TXN0002587,08-10-2024,INR,CARD IOFIBER BILL/2410/587 ADV - exp,JIOFIBER,TRUE,12%,unknown,Utilities,0,6314.82141,1
TXN0002588,08-10-2024,INR,monthly charges,BESCOM INDIA PVT LTD,TRUE,5%,FALSE,Utilities,0,18583.0791,1
TXN0002589,08-10-2024,INR,*AUTO-DEBIT AFWIS INV/2410/589 FY25 s exp,AWFIS,TRUE,12%,TRUE,Rent,0,159409.0479,1
TXN0002590,08-10-2024,INR,CARD Tcs INV/2410/590 Q2 - exp,Tcs,TRUE,5%,FALSE,Training,0,37392.73114,1
TXN0002591,09-10-2024,INR,imps wip.ro bill/2b10/5o1 subs - exp* ref 8827,WIP.ro,TRUE,exempt,unknown,IT Services,0,57661.89299,2
TXN0002592,09-10-2024,INR,monthly charges,Roc Fees,FALSE,5%,unknown,Exempt Services,0,6305.736435,2
TXN0002593,09-10-2024,INR,bill paid,INDIQUBE INDIA PVT LTD,TRUE,28%,TRUE,Rent,0,102297.7906,2
TXN0002594,09-10-2024,INR,ZOMATO,ZOMATO,TRUE,5%,FALSE,Meals,0,4389.317192,2
TXN0002595,09-10-2024,INR,TCS,TCS,TRUE,18%,TRUE,IT Services,0,81952.88426,2
TXN0002596,09-10-2024,INR,service fees,ADOBE INDIA PVT LTD,TRUE,18%,TRUE,Software,0,14500.60981,2
TXN0002597,09-10-2024,INR,UPI WEWORK BILL/2408/865 SUBS - rent exp# ref 7573,TCS,TRUE,5%,FALSE,Training,0,75538.85324,2
TXN0002598,09-10-2024,INR,upi zom.ato taxinv/2410/598 sbus - exp,ZOM.ato,TRUE,5%,FALSE,Meals,0,4071.706614,2
TXN0002599,09-10-2024,INR,imps kseb inv/2410/599 fy25 - exp,Kseb,TRUE,18%,TRUE,Utilities,0,11343.14181,2
TXN0002600,09-10-2024,INR, ,COURSERA INDIA PVT LTD,TRUE,12%,FALSE,Training,0,30065.28448,2
TXN0002601,09-10-2024,INR,,RAP.ido,TRUE,5%,FALSE,Travel,0,4240.588324,2
TXN0002602,09-10-2024,INR,bill paid,IKEA INDIA PVT LTD,TRUE,28%,FALSE,Office Supplies,0,8346.810896,2
TXN0002603,09-10-2024,INR,UPI DOMINOS BILL/2410/603 FY24 - exp,DOMINOS,TRUE,28%,unknown,Meals,0,3447.934996,2
TXN0002604,09-10-2024,INR,OLA chgs,OLA,TRUE,28%,TRUE,Travel,0,11085.18245,2
TXN0002605,10-10-2024,INR,#RTGS SWIGGY BLIL/2410/605 Q1 - exp ref 1668,SWIGGY,TRUE,28%,unknown,Meals,0,2166.199537,3
TXN0002606,10-10-2024,INR,monthly charges,INDIQUBE INDIA PVT LTD,TRUE,exempt,TRUE,Rent,0,131264.0038,3
TXN0002607,10-10-2024,INR,,WEWORK,TRUE,18%,TRUE,Rent,0,59019.60698,3
TXN0002608,10-10-2024,INR,bill paid,BESCOM Pvt Ltd,TRUE,exempt,FALSE,Utilities,0,15022.44395,3
TXN0002609,10-10-2024,INR,AUTO-DEBIT IND.iqube RCPT/2410/534 FY25 - exp* ref 2369,STAMP DUTY INDIA PVT LTD,FALSE,exempt,FALSE,Exempt Services,0,2246.199565,3
TXN0002610,10-10-2024,INR,SIM.plilearn,SIM.plilearn,TRUE,5%,FALSE,Training,0,34522.375,3
TXN0002611,10-10-2024,INR,/ NEFT MICRSOFp RCPT/2410/611 GST - exp,MICROSOFT,TRUE,18%,TRUE,Software,0,11885.26619,3
TXN0002612,10-10-2024,INR,/ AUTO-DEBIT TCS TAXINV/2411/038 SUBS - exn* ref 715,FIGMA,TRUE,18%,TRUE,Software,0,15277.37256,3
TXN0002613,10-10-2024,INR,Airtel,Airtel,TRUE,18%,TRUE,Utilities,0,18403.09936,3
TXN0002614,10-10-2024,INR,auto debit,INDIGO Pvt Ltd,TRUE,28%,TRUE,Travel,0,6788.583655,3
TXN0002615,10-10-2024,INR,monthly charges,WIPRO,TRUE,5%,unknown,IT Services,0,37257.38261,3
TXN0002616,10-10-2024,INR,upi office depot bill/2410/616 subs - exp,Office Depot,TRUE,exempt,unknown,Office Supplies,0,4903.457923,3
TXN0002617,10-10-2024,INR,auto debit,CANVA,TRUE,12%,TRUE,Software,0,9542.407295,3
TXN0002618,10-10-2024,INR,BESCOM Pvt Ltd chgs,BESCOM Pvt Ltd,TRUE,12%,unknown,Utilities,0,31211.79439,3
TXN0002619,10-10-2024,INR,debit txn,HCL,TRUE,5%,TRUE,IT Services,0,88399.04611,3
TXN0002620,11-10-2024,INR,online payment,INDIQUBE,TRUE,5%,TRUE,Rent,0,80435.56433,4
TXN0002621,11-10-2024,INR,pymt processed,HCL INDIA PVT LTD,TRUE,18%,TRUE,IT Services,0,35515.90068,4
TXN0002622,11-10-2024,INR,service fees,INDIQUBE,TRUE,18%,TRUE,Rent,0,235832.5523,4
TXN0002623,11-10-2024,INR,RTGS JIFOIBER TAXINV/2410/623 GST - exp,JIOFIBER,TRUE,12%,unknown,Utilities,0,12398.53244,4
TXN0002624,11-10-2024,INR,auto-debit microsoft taixnv/2410v624 fy24 - exp,Microsoft,TRUE,28%,FALSE,Software,0,8850.476188,4
TXN0002625,11-10-2024,INR,,TCS,TRUE,18%,TRUE,Training,0,40011.25873,4
TXN0002626,11-10-2024,INR,UPI IN.Fy TAXINV/2406/191 FY24 - exp / ref6758,HCL,TRUE,18%,TRUE,IT Services,0,35969.08808,4
TXN0002627,11-10-2024,INR,TEC.hm chgs,TEC.hm,TRUE,18%,TRUE,IT Services,0,59302.85292,4
TXN0002628,11-10-2024,INR,neft simplilearn rcpt/2410/628 fy25 - exp,SIMPLILEARN,TRUE,18%,unknown,Training,0,12840.281,4
TXN0002629,11-10-2024,INR,debit txn,AWFIS,TRUE,exempt,FALSE,Rent,0,50322.16186,4
TXN0002630,11-10-2024,INR,CANVA chgs,CANVA,TRUE,18%,TRUE,Software,0,5723.283976,4
TXN0002631,11-10-2024,INR,service fees,COURSERA Pvt Ltd,TRUE,28%,FALSE,Training,0,40212.69634,4
TXN0002632,11-10-2024,INR,utgs ikea inv/2410/632 fy24 - exp,IKEA,TRUE,12%,TRUE,Office Supplies,0,6661.808978,4
TXN0002633,11-10-2024,INR,service fees,Airtel,TRUE,28%,FALSE,Utilities,0,6115.731042,4
TXN0002634,11-10-2024,INR,auto debit,KFC INDIA PVT LTD,TRUE,12%,unknown,Meals,0,2081.271497,4
TXN0002635,11-10-2024,INR,#UPI KSEB BnLL/2410/635 TDS - utilities bxp! ref 3010,KSEB,TRUE,12%,unknown,Utilities,0,13600.66116,4
TXN0002636,11-10-2024,INR,RTGS TSAPLES BILL/2410/63f FY24 - exp# ref 3530,STAPLES,TRUE,28%,unknown,Office Supplies,0,5802.391416,4
TXN0002637,12-10-2024,INR,IMPS WEWORK INDIA PVT LTD RCPT/2410/637 Q1 - exp / ref 7119,WEWORK INDIA PVT LTD,TRUE,18%,TRUE,Rent,0,31931.93934,5
TXN0002638,12-10-2024,INR,card sim.plilearn taxinv2/410/638 rent - exp ref3388,SIM.plilearn,TRUE,18%,unknown,Training,0,10171.58668,5
TXN0002639,12-10-2024,INR,#card canva pvt ltd inv/2407/404 tds - exp* ref 7857,INFY Pvt Ltd,TRUE,exempt,TRUE,IT Services,0,9947.728519,5
TXN0002640,12-10-2024,INR,UPI IKEA INDIA PVT LTD TAXINV/2410/640 TDS - exp,IKEA INDIA PVT LTD,TRUE,18%,unknown,Office Supplies,0,3744.849583,5
TXN0002641,12-10-2024,INR,*rtgs jiofpber ptv ltd rcpt/2410/641 adv - exp,JIOFIBER Pvt Ltd,TRUE,18%,TRUE,Utilities,0,7209.796005,5
TXN0002642,12-10-2024,INR,!RTGS Wipro TAXINV/2412/512 FY25 - exp,KFC,TRUE,5%,FALSE,Meals,0,1220.712996,5
TXN0002643,12-10-2024,INR,bill paid,SIMPLILEARN Pvt Ltd,TRUE,18%,unknown,Training,0,3037.562459,5
TXN0002644,12-10-2024,INR,pUPI TCS Pvt Ltd RCPT/2410/b44 FY25 - ex#,TCS Pvt Ltd,TRUE,5%,TRUE,IT Services,1,14078.77593,5
TXN0002645,12-10-2024,INR,Microsoft,Microsoft,TRUE,18%,TRUE,Software,0,5100.680424,5
TXN0002646,12-10-2024,INR,monthly charges,Wework,TRUE,5%,TRUE,Rent,0,39540.30699,5
TXN0002647,12-10-2024,INR,service fees,TEC.hm,TRUE,18%,TRUE,IT Services,0,21496.86398,5
TXN0002648,12-10-2024,INR,STAPLES Pvt Ltd,STAPLES Pvt Ltd,TRUE,12%,TRUE,Office Supplies,0,3164.678672,5
TXN0002649,12-10-2024,INR,CARD IND.igo TAXINV/2410/649 TDS - exp,IND.igo,TRUE,5%,FALSE,Travel,0,2874.666701,5
TXN0002650,12-10-2024,INR,upi indiqubewindia pvt ltd rcpt/2410/6f0 fy25 - ernt exp# ref 9129,INDIQUBE INDIA PVT LTD,TRUE,28%,FALSE,Rent,0,40007.43842,5
TXN0002651,12-10-2024,INR,na,AWFIS,TRUE,18%,TRUE,Rent,0,82116.9704,5
TXN0002652,12-10-2024,INR,OFFICE DEPOT Pvt Ltd,OFFICE DEPOT Pvt Ltd,TRUE,12%,TRUE,Office Supplies,0,3940.947654,5
TXN0002653,12-10-2024,INR,pymt processed,Adobe,TRUE,28%,TRUE,Software,0,4721.917433,5
TXN0002654,12-10-2024,INR,na,RAP.ido,TRUE,exempt,FALSE,Travel,0,1234.184332,5
TXN0002655,13-10-2024,INR,UP ISimplilearn RCPT/2410/655 GST - exp,Simplilearn,TRUE,18%,unknown,Training,0,8272.744764,6
TXN0002656,13-10-2024,INR,CARD CANVA RCPT/2410/656 ADV - exp,CANVA,TRUE,18%,TRUE,Software,0,2702.671238,6
TXN0002657,13-10-2024,INR,IMPS RAPIDO Pvt Ltd TAXINV/2410/657 FY24 - exp,RAPIDO Pvt Ltd,TRUE,18%,unknown,Travel,1,4184.231116,6
TXN0002658,13-10-2024,INR,*impsadobceindia pvt ltd taxinv/2410/658 fy25 - exp# ref 4205,ADOBE INDIA PVT LTD,TRUE,28%,TRUE,Software,0,4623.859192,6
TXN0002659,13-10-2024,INR,#auto-debit adobe taxinv/24h0/65v subs - exp,ADOBE,TRUE,18%,TRUE,Software,0,2749.774677,6
TXN0002660,13-10-2024,INR,na,INDIGO,TRUE,5%,FALSE,Travel,1,3654.709917,6
TXN0002661,13-10-2024,INR,auto-debit staples pvt ltd rcpt/241/0661 q2 - exp- ref 592,STAPLES Pvt Ltd,TRUE,12%,TRUE,Office Supplies,0,6559.595355,6
TXN0002662,13-10-2024,INR,-,KFC,TRUE,5%,FALSE,Meals,0,1364.03234,6
TXN0002663,13-10-2024,INR,AUTO-DEBIT AIRTELRCPT/2501/948 Fq24 - exp* ref 7160,JIOFIBER INDIA PVT LTD,TRUE,5%,unknown,Utilities,0,9328.982636,6
TXN0002664,13-10-2024,INR,na,Adobe,TRUE,18%,TRUE,Software,0,4745.79813,6
TXN0002665,13-10-2024,INR,*UPI BES.com BILL/2410/665 GST - utilities exp,BES.com,TRUE,18%,TRUE,Utilities,0,4866.852003,6
TXN0002666,13-10-2024,INR,RTGS MIC.rosoft BILL/2411/199 FY25 - exp,WEWORK,TRUE,18%,TRUE,Rent,0,88780.1093,6
TXN0002667,13-10-2024,INR,BESCOM,BESCOM,TRUE,exempt,TRUE,Utilities,0,6622.473645,6
TXN0002668,13-10-2024,INR,bill paid,TECHM,TRUE,18%,TRUE,IT Services,0,23254.21635,6
TXN0002669,13-10-2024,INR,debit txn,AIR.tel,TRUE,18%,TRUE,IT Services,0,1844.481418,6
TXN0002670,13-10-2024,INR,/ upi india pvt ltd atxinv/210/670 fy24 - exp,ROC FEES INDIA PVT LTD,FALSE,exempt,FALSE,Exempt Services,0,1786.650207,6
TXN0002671,14-10-2024,INR,/ CARD TXINV/2405/812 RENT - exp,AWFIS,TRUE,18%,TRUE,Rent,0,86713.38791,0
TXN0002672,14-10-2024,INR,,TCS,TRUE,12%,TRUE,IT Services,0,18659.45456,0
TXN0002673,14-10-2024,INR,-RTGS HCL TAXINV/2503/942 GST - exp,AWFIS INDIA PVT LTD,TRUE,18%,TRUE,Rent,0,43982.16496,0
TXN0002674,14-10-2024,INR,#imps awfis india pvt ltd taxinv/2410/674 fy25 - exp,AWFIS INDIA PVT LTD,TRUE,12%,unknown,Rent,0,61051.16578,0
TXN0002675,14-10-2024,INR,upi indiqube india pvt ltd rcpt/2410/675 fy24 - exp,INDIQUBE INDIA PVT LTD,TRUE,5%,FALSE,Rent,0,58192.31294,0
TXN0002676,14-10-2024,INR,CARD KSEB Pvt Ltd RCPT/2410/676 FY25 - exp* ref 3633,KSEB Pvt Ltd,TRUE,18%,TRUE,Utilities,0,14505.38797,0
TXN0002677,14-10-2024,INR,pymt processed,AIRTEL,TRUE,12%,unknown,Utilities,1,9632.731343,0
TXN0002678,14-10-2024,INR,UPI WEWORK Pvt Ltd RCPT/2410/678 FY24 - exp,WEWORK Pvt Ltd,TRUE,18%,TRUE,Rent,0,23538.60142,0
TXN0002679,14-10-2024,INR,pymt processed,WIPRO,TRUE,28%,TRUE,IT Services,0,48461.76904,0
TXN0002680,14-10-2024,INR, IMPS INF.y RCPT/2410/680 GST - it services exp,INF.y,TRUE,5%,TRUE,IT Services,0,36507.85771,0
TXN0002681,14-10-2024,INR,*card hcl rcpt/2405/436 q2-  it servwces exp,HCL,TRUE,18%,TRUE,IT Services,0,24951.37449,0
TXN0002682,14-10-2024,INR,/ IMPS INDIQUBE INDIA PVT LTD RCPT/2410/682 FY24 - exp,INDIQUBE INDIA PVT LTD,TRUE,5%,unknown,Rent,0,142029.2297,0
TXN0002683,14-10-2024,INR,TCS Pvt Ltd,TCS Pvt Ltd,TRUE,18%,TRUE,Training,0,41592.55636,0
TXN0002684,14-10-2024,INR,OFFICE DEPOT INDIA PVT LTD,OFFICE DEPOT INDIA PVT LTD,TRUE,12%,TRUE,Office Supplies,0,8100.1449,0
